PlayerId,ClubId,PlayerName,Citizenship,Date_of_birth,Position,Foot,Height_in_cm,Highest_market_value_in_gbp
160567,128,Thibault Moulin,France,1990-01-13,Midfield,Right,174,1800000
700366,3205,Omer Memis,Turkey,2001-03-29,Defender,Left,190,
57851,128,Pablo De Lucas,Spain,1986-09-20,Midfield,Left,180,1620000
190911,128,Khassa Camara,Mauritania,1992-10-22,Midfield,Right,175,450000
321370,126,Burak Albayrak,Turkey,1998-01-12,Defender,Left,190,113000
563464,10484,Batuhan Diraga,Turkey,2001-04-25,Attack,,0,135000
726428,128,Ali Ertouroul,Greece,2003-02-21,Attack,Left,185,
552547,128,Lucas Poletto,Brazil,1995-03-29,Attack,Right,181,360000
726431,128,Valsamis Arabatzis,Greece,2003-05-15,Attack,,0,
161251,128,Jorge Casado,Spain,1989-06-26,Defender,Left,185,1350000
623076,128,Georgios Tsilingiris,Greece,2001-09-19,Attack,Right,171,90000
137764,128,Sofiane Khadda,France,1991-12-23,Midfield,Left,181,360000
390124,128,Alexandros Gargalatzidis,Greece,2000-04-12,Attack,Right,181,225000
481680,128,Konstantinos Thymianis,Greece,2001-02-28,Defender,,186,360000
34285,128,Stelios Malezas,Greece,1985-03-11,Defender,Right,192,2930000
207573,128,Aristotelis Karasalidis,Greece,1991-05-03,Defender,Right,185,450000
61401,128,Vincenzo Rennella,Italy,1988-10-08,Attack,Left,188,1350000
558720,114,Erdogan Kaya,Turkey,2001-03-27,Defender,Right,190,135000
441286,128,Panagiotis Stathakis,Greece,1997-07-23,Goalkeeper,Right,195,90000
656461,128,Ilias Tsitsekidis,Greece,2002-04-05,Defender,,0,
554390,128,Georgios Manisoglou,Greece,2002-02-18,Defender,,0,45000
662140,3205,Eray Ozbek,Turkey,2003-01-09,Attack,Left,0,45000
361266,141,Atalay Babacan,Turkey,2000-06-28,Midfield,Left,174,270000
35026,141,Selcuk Inan,Turkey,1985-02-10,Midfield,Right,182,12600000
73734,141,Steven Nzonzi,France,1988-12-15,Midfield,Right,196,27000000
54155,141,Mariano,Brazil,1986-06-23,Defender,Right,177,7200000
137582,141,Martin Linnes,Norway,1991-09-20,Defender,Right,177,2250000
199856,128,Leandro Sosa,Uruguay,1991-03-18,Defender,Left,177,405000
79522,141,Yuto Nagatomo,Japan,1986-09-12,Defender,Both,170,12600000
806551,128,Apostolos Adamidis,Greece,2003-01-01,Defender,,0,90000
726460,128,Simar Hasanoglou,Greece,2003-03-22,Defender,,0,
182395,141,Ahmet Calik,Turkey,1994-02-26,Defender,Right,184,4500000
262793,141,Christian Luyindama,DR Congo,1994-01-08,Defender,Right,191,6750000
421766,800,Ludovico Gelmi,Italy,2001-05-02,Goalkeeper,Right,0,135000
352659,141,Batuhan Sen,Turkey,1999-02-03,Goalkeeper,Right,194,180000
38360,36,Mevlut Erdinc,Turkey,1987-02-25,Attack,Right,181,9450000
42267,36,Nabil Dirar,Morocco,1986-02-25,Attack,Right,187,4500000
39724,36,Mehmet Ekici,Turkey,1990-03-25,Attack,Both,180,6750000
623073,128,Dimosthenis Tenekes,Greece,2001-01-03,Defender,Right,192,68000
5782,36,Emre Belozoglu,Turkey,1980-09-07,Midfield,Left,170,10800000
640470,128,Nikola Stepanovic,Serbia,2001-05-22,Goalkeeper,Both,190,45000
276474,128,Vitor Sao Bento,Portugal,1992-08-09,Goalkeeper,Right,190,450000
43722,36,Mauricio Isla,Chile,1988-06-12,Defender,Right,176,12600000
565837,128,Giannis Fakkis,Greece,2001-04-14,Attack,Right,189,90000
477932,141,Suleyman Lus,Turkey,2001-03-24,Defender,Left,178,203000
317818,128,Carlos Abad,Spain,1995-06-28,Goalkeeper,Right,193,450000
726430,128,Konstantinos Isaakidis,Greece,2003-04-18,Midfield,,182,23000
176354,36,Sadik Ciftpinar,Turkey,1993-01-01,Defender,Right,183,1350000
655902,141,Emin Bayram,Turkey,2003-04-02,Defender,Right,186,495000
546351,141,Berk Balaban,Turkey,2000-01-01,Goalkeeper,Right,198,135000
361262,141,Ercan Sirin,Turkey,2000-02-08,Defender,Right,184,135000
105892,2722,Lucas Castro,Argentina,1989-04-09,Attack,Right,182,6750000
663398,3205,Baris Dogan,Turkey,2001-01-13,Defender,Left,0,45000
667392,36,Emir Koksal,Turkey,2001-10-18,Defender,Left,180,90000
167741,2722,Mattia Valoti,Italy,1993-09-06,Midfield,Right,187,2250000
35747,2722,Simone Missiroli,Italy,1986-05-23,Midfield,Right,191,5400000
289061,2722,Alessandro Murgia,Italy,1996-08-09,Midfield,Right,185,5400000
622918,36,Abdulcebrail Akbulut,Turkey,2001-10-15,Defender,Left,178,90000
84903,2722,Mirko Valdifiori,Italy,1986-04-21,Midfield,Right,185,5400000
727111,128,Anastasios Papadopoulos,Greece,2002-03-15,Defender,,0,
635163,36,Cenk Alptekin,Turkey,2001-01-12,Defender,Left,192,68000
543736,2722,Krisztofer Horvath,Hungary,2002-01-08,Attack,Right,185,270000
622861,36,Emre Nasuh,Turkey,2001-01-01,Midfield,Right,179,45000
17127,2722,Felipe,Brazil,1984-07-31,Defender,Left,188,5850000
71019,2722,Bartosz Salamon,Poland,1991-05-01,Defender,Right,194,3150000
47085,2722,Nenad Tomović,Serbia,1987-08-30,Defender,Right,184,4950000
79510,2722,Thiago Cionek,Poland,1986-04-21,Defender,Right,183,810000
261095,2722,Sauli Vaisanen,Finland,1994-06-05,Defender,Right,188,765000
44059,2722,Ervin Zukanovic,Bosnia-Herzegovina,1987-02-11,Defender,Left,188,3600000
240158,2722,Francesco Vicari,Italy,1994-08-03,Defender,Right,190,4500000
222223,2722,Marko Jankovic,Montenegro,1995-07-09,Attack,Left,172,2250000
457681,2722,Shaka Mawuli Eklu,Ghana,1998-05-16,Midfield,Right,185,180000
628079,36,Gurkan Baskan,Turkey,2002-04-01,Defender,Right,190,45000
546185,128,Giannis Leontsakos,Greece,2001-03-15,Defender,Left,182,45000
579206,2722,Federico Zanchetta,Italy,2002-03-23,Midfield,Right,179,270000
12563,252,Goran Pandev,North Macedonia,1983-07-27,Attack,Left,184,16200000
637117,2722,Altin Kryeziu,Kosovo,2002-01-03,Midfield,Right,183,270000
94316,128,Aleksandar Kovacevic,Serbia,1992-01-09,Midfield,Right,173,1350000
498043,2722,Jakub Iskra,Poland,2002-08-13,Defender,Right,183,180000
301236,252,Francesco Cassata,Italy,1997-07-16,Midfield,Right,183,3150000
21905,252,Valon Behrami,Switzerland,1985-04-19,Midfield,Right,184,14400000
524393,2722,Marco Meneghetti,Italy,2001-06-01,Goalkeeper,Right,191,68000
241889,252,Antonio Barreca,Italy,1995-03-18,Defender,Left,183,7200000
363610,2722,Georgi Tunjov,Estonia,2001-04-17,Midfield,Left,186,450000
34344,252,Cristian Zapata,Colombia,1986-09-30,Defender,Right,187,11250000
479709,2722,Paolo Cannistra,Italy,2000-11-03,Defender,Right,186,90000
131098,252,Salvador Ichazo,Uruguay,1992-01-26,Goalkeeper,Left,187,1440000
318707,2722,Karlo Letica,Croatia,1997-02-11,Goalkeeper,Right,200,2700000
435406,2722,Demba Thiam,Senegal,1998-03-05,Goalkeeper,Right,202,450000
396906,141,Ferhan Evren,Turkey,2000-10-01,Midfield,,168,135000
340151,252,Andrea Favilli,Italy,1997-05-17,Attack,Right,191,5850000
242813,252,Filip Jagiello,Poland,1997-08-08,Midfield,Both,180,2069999
283060,2722,Lorenzo Dickmann,Italy,1996-09-24,Defender,Right,177,1980000
190634,252,Marko Pajac,Croatia,1993-05-11,Defender,Left,185,1350000
445434,252,Vasco Oliveira,Portugal,2000-05-28,Defender,Left,187,135000
460114,252,Nicolo Radaelli,Italy,2001-03-17,Goalkeeper,Left,189,45000
512344,252,Jandrei,Brazil,1993-03-01,Goalkeeper,Right,186,1800000
401065,2722,Riccardo Mastrilli,Italy,1997-05-30,Defender,Left,185,90000
366948,36,Jailson,Brazil,1995-09-07,Midfield,Right,187,4950000
466808,2722,Jaume Cuellar,Bolivia,2001-08-23,Attack,Both,183,450000
355514,369,Mohammad Adnan,Pakistan,1996-07-02,Attack,Right,177,270000
528522,369,Emilio Simonsen,Denmark,1999-10-31,Attack,,170,225000
283193,369,Rezan Corlu,Denmark,1997-08-07,Attack,Left,171,900000
68973,369,Jesper Christjansen,Denmark,1987-12-29,Midfield,Right,182,360000
22474,369,Martin Ornskov,Denmark,1985-10-10,Midfield,Left,185,990000
197304,369,Patrick Da Silva,Denmark,1994-10-23,Defender,Left,176,360000
542835,369,Marcus Backmann,Denmark,1998-01-05,Defender,,185,135000
345747,369,Oskar Snorre,Denmark,1999-01-26,Goalkeeper,Right,191,270000
512993,2441,Christos Giousis,Greece,1999-02-08,Attack,Both,177,360000
203608,2441,Milos Deletic,Serbia,1993-10-14,Attack,Left,179,630000
184885,2441,Christos Albanis,Greece,1994-11-05,Attack,Both,184,675000
702372,252,Steeve Mike Eyango,France,2001-02-20,Midfield,Right,180,360000
416490,2441,Efthymios Christopoulos,Greece,2000-09-20,Attack,Right,181,180000
401802,252,Danilo Giacinto Ventola,Italy,2000-09-11,Attack,Right,185,68000
107116,369,Lasse Nielsen,Denmark,1987-03-03,Defender,Right,188,450000
180061,5818,Pal Alexander Kirkevold,Norway,1990-11-10,Attack,Left,187,720000
569488,2441,Giannis Sardelis,Greece,2000-11-03,Attack,Both,172,180000
485732,5818,Alexander Baun,Denmark,1995-11-18,Attack,,193,180000
132024,605,Dimitrios Diamantopoulos,Greece,1988-11-18,Attack,Right,179,360000
89188,5818,Mads Hvilsom,Denmark,1992-08-23,Attack,Right,188,675000
330126,1091,Karol Swiderski,Poland,1997-01-23,Attack,Left,184,5400000
450391,5818,Mathies Skjellerup,Denmark,1996-05-23,Midfield,,0,90000
410285,2293,Erdon Daci,North Macedonia,1998-07-04,Attack,Left,187,810000
40023,5818,Jonas Brix Damborg,Denmark,1986-04-17,Midfield,Right,183,360000
374253,5818,Mikkel Pedersen,Denmark,1996-01-07,Midfield,Right,182,360000
70554,5818,Nicholas Gotfredsen,Denmark,1989-02-05,Defender,,185,270000
428725,1177,Oliver Haurits,Denmark,2000-12-12,Attack,Both,187,135000
180221,5724,Benjamin Stokke,Norway,1990-08-20,Attack,Right,191,360000
655207,5724,Laurs Skjellerup,Denmark,2002-08-12,Attack,,0,45000
402193,1390,Kwang Song Han,"Korea, North",1998-09-11,Attack,Both,178,4500000
267614,5818,Julian Kristoffersen,Norway,1997-05-10,Attack,Right,198,405000
465104,5818,Yosef Samuel,United States,1997-07-03,Attack,,183,135000
187077,5818,Oliver Thychosen,Denmark,1993-01-17,Attack,Both,184,270000
26105,1390,Valter Birsa,Slovenia,1986-08-07,Attack,Left,184,4050000
541563,5818,Hamse Hussein,Denmark,2000-01-07,Midfield,Right,185,90000
167796,1390,Paolo Farago,Italy,1993-02-12,Midfield,Right,187,5400000
459452,1390,Riccardo Ladinetti,Italy,2000-12-20,Midfield,Right,182,315000
307098,5818,Kerim Memija,Bosnia-Herzegovina,1996-01-06,Defender,Right,179,563000
582949,653,Vangelis Nikokyrakis,Greece,2001-10-04,Attack,Right,175,113000
73725,653,Athanasios Dinas,Greece,1989-11-12,Attack,Both,170,540000
306795,2414,Oliver Drost,Denmark,1995-11-04,Attack,,187,270000
264576,2414,Kasper Junker,Denmark,1994-03-05,Attack,Left,186,1800000
583760,5818,Christian Horby,Denmark,2001-03-18,Midfield,Left,184,90000
66360,1390,Daniele Ragatzu,Italy,1991-09-21,Attack,Right,172,1350000
646108,5818,Louicius Don Deedson,Haiti,2001-02-11,Attack,Left,178,180000
22479,2414,Jonas Borring,Denmark,1985-01-04,Midfield,Left,193,2250000
736034,1390,Isaias Delpupo,Argentina,2003-03-31,Attack,Left,176,
430623,1390,Alessandro Lombardi,Italy,2000-01-21,Midfield,Right,185,135000
563812,1390,Christian Oliva,Uruguay,1996-06-01,Midfield,Right,178,4500000
22827,2414,Thomas Kortegaard,Denmark,1984-07-02,Defender,Both,178,720000
422539,1390,Fabio Porru,Italy,2000-01-03,Defender,Right,0,90000
476735,2414,Mikkel Qvist,Denmark,1993-04-22,Defender,Left,202,450000
588853,2414,Mark Rasmussen,Denmark,2001-02-16,Attack,,191,45000
85605,1390,Fabrizio Cacciatore,Italy,1986-10-08,Defender,Right,182,1710000
200194,1390,Federico Mattiello,Italy,1995-07-14,Defender,Right,184,2700000
303187,1390,Simone Pinna,Italy,1997-10-17,Defender,Right,172,180000
101922,1390,Fabio Pisacane,Italy,1986-01-28,Defender,Right,178,1350000
26669,1390,Ragnar Klavan,Estonia,1985-10-30,Defender,Left,187,3600000
244018,5818,Imed Louati,Tunisia,1993-10-11,Attack,Right,192,315000
84467,1390,Rafael,Brazil,1982-03-03,Goalkeeper,Right,187,1800000
660979,2414,Jeppe Kjaer,Denmark,2004-03-01,Attack,Left,174,360000
605444,2414,William Forby,Denmark,2001-07-04,Attack,,183,45000
319599,2414,Jacob Linnet,Denmark,1995-04-17,Midfield,Right,0,180000
542710,2414,Matthias Praest,Denmark,2000-06-21,Midfield,Right,0,135000
459504,1390,Federico Marigosu,Italy,2001-04-21,Attack,Right,176,225000
512257,2414,Sebastian Avanzini,Italy,1995-04-01,Midfield,Right,185,225000
582869,2414,Jacob Kongsmark,Denmark,2001-01-22,Attack,,183,45000
574461,2414,Frederik Jorgensen,Denmark,2001-04-24,Defender,,0,45000
34572,506,Mario Mandzukic,Croatia,1986-05-21,Attack,Right,190,27000000
39153,506,Gonzalo Higuain,Argentina,1987-12-10,Attack,Right,184,67500000
407265,506,Luca Zanimacchia,Italy,1998-07-19,Attack,Right,178,540000
75615,506,Douglas Costa,Brazil,1990-09-14,Attack,Left,172,49500000
304214,653,Ricardo Vaz,Portugal,1994-11-26,Midfield,Right,172,360000
29401,506,Sami Khedira,Germany,1987-04-04,Midfield,Right,189,31500000
33923,506,Blaise Matuidi,France,1987-04-09,Midfield,Left,175,27000000
535740,1390,Giuseppe Ciocci,Italy,2002-01-24,Goalkeeper,Right,193,180000
623143,653,Konstantinos Kalaitzakis,Greece,2001-05-11,Midfield,Right,166,45000
5023,506,Gianluigi Buffon,Italy,1978-01-28,Goalkeeper,Right,192,31500000
234733,653,Panagiotis Deligiannidis,Greece,1996-08-29,Defender,Right,177,360000
342253,653,Theodoros Mingos,Greece,1998-02-06,Midfield,,179,225000
96452,653,Georgios Koutroumpis,Greece,1991-02-10,Defender,Right,189,1130000
54996,653,Joao Victor,Brazil,1988-11-07,Midfield,Right,181,2700000
472176,1390,Salvatore Boccia,Italy,2001-06-06,Defender,Right,182,135000
42938,4603,Athanasios Papazoglou,Greece,1988-03-30,Attack,Right,195,720000
60534,252,Sebastian Eriksson,Sweden,1989-01-31,Midfield,Left,184,1800000
363178,506,Giacomo Vrioni,Albania,1998-10-15,Attack,Left,188,1800000
346562,506,Marco Olivieri,Italy,1999-06-30,Attack,Right,177,720000
237641,4603,Amr Warda,Egypt,1993-09-17,Attack,Right,176,2250000
191257,4603,Bruno Chalkiadakis,Greece,1993-04-07,Attack,Right,181,540000
344655,506,Luca Coccolo,Italy,1998-02-23,Defender,Left,187,180000
99361,4603,Evripidis Giakos,Greece,1991-04-09,Attack,Right,192,540000
651417,653,Felipe Souza Ferreyra,Brazil,1998-05-21,Attack,Both,185,450000
159003,4603,Panagiotis Ballas,Greece,1993-09-06,Midfield,Right,182,675000
173405,4603,Ergys Kace,Albania,1993-07-08,Midfield,Right,171,2700000
97159,653,Anestis Nastos,Greece,1989-04-28,Defender,Right,182,360000
23149,2414,Soren Jochumsen,Denmark,1976-08-01,Goalkeeper,,180,585000
9850,4603,Vangelis Moras,Greece,1981-08-26,Defender,Right,193,2700000
128320,4603,Aleksandar Gojkovic,Serbia,1988-08-10,Defender,Left,183,360000
254340,4603,Nikolaos Golias,Greece,1993-07-29,Defender,Left,185,360000
82657,653,Christopher Braun,Germany,1991-07-15,Defender,Both,181,720000
342131,653,Manolis Bolakis,Greece,1994-10-20,Defender,Right,179,225000
228087,4603,Evgeniy Shikavka,Belarus,1992-10-15,Attack,Right,185,405000
423194,5818,Mathias Haarup,Denmark,1996-02-10,Defender,Both,178,315000
98215,5818,Jesper Boge,Denmark,1990-02-22,Defender,Right,180,360000
539087,4603,Mitchell Whalley,Australia,1999-02-05,Attack,Right,177,45000
146020,4603,Vinicius,Brazil,1993-08-03,Attack,Right,179,1170000
103433,5818,Jacob Tjornelund,Denmark,1991-12-31,Defender,Left,183,315000
467235,5818,Alexander Molberg,Denmark,1999-02-26,Defender,Right,187,45000
587776,4603,Jonathan Bustos,Argentina,1994-06-29,Attack,Left,174,270000
69514,5818,Rasmus Minor Petersen,Denmark,1988-09-13,Defender,Left,198,315000
381370,506,Pietro Beruatto,Italy,1998-12-21,Defender,Left,185,900000
503625,5818,Adrian Kappenberger,Denmark,1996-08-25,Goalkeeper,,194,180000
62678,5818,Jesper Rask,Denmark,1988-07-18,Goalkeeper,Right,196,270000
213029,4603,Stefan Zivkovic,Serbia,1990-06-01,Defender,Left,184,540000
179838,653,Vajebah Sakor,Norway,1996-04-24,Midfield,Left,185,450000
36134,4603,Borivoje Ristic,Serbia,1983-09-19,Goalkeeper,Right,188,270000
345591,1177,Jeppe Okkels,Denmark,1999-07-27,Attack,,183,900000
623142,653,Georgios Sournakis,Greece,1999-11-07,Midfield,Right,185,135000
518854,1177,Valance Nambishi,Zambia,1997-11-30,Midfield,Both,182,225000
161617,1177,Marc Rochester Sorensen,Denmark,1992-12-13,Midfield,Both,180,270000
157383,4603,Milos Filipovic,Serbia,1990-05-09,Midfield,Right,178,540000
422950,1177,Mads Emil Madsen,Denmark,1998-01-14,Midfield,Left,189,1350000
186383,1177,Filip Lesniak,Slovakia,1996-05-14,Midfield,Left,176,630000
148364,1177,Frederik Moller,Denmark,1993-07-08,Defender,Left,180,405000
37227,1177,Dennis Flinta,Denmark,1983-11-14,Defender,Right,185,540000
108315,1177,Simon Jakobsen,Denmark,1990-11-17,Defender,Right,190,360000
39524,1177,Kees Luijckx,Netherlands,1986-02-11,Defender,Right,190,900000
434792,1177,Jeppe Gertsen,Denmark,1997-02-09,Defender,Right,188,270000
260662,653,Oscar Whalley,Spain,1994-03-29,Goalkeeper,Left,191,450000
69306,1177,Thomas Norgaard,Denmark,1987-01-07,Goalkeeper,Right,185,225000
325179,1177,Oscar Hedvall,Denmark,1998-08-09,Goalkeeper,,195,315000
101031,1177,Rafael Romo,Venezuela,1990-02-25,Goalkeeper,Right,196,720000
293325,5724,Emil Riis,Denmark,1998-06-24,Attack,Right,190,1800000
231932,4603,Nikola Stankovic,Serbia,1993-12-18,Defender,Both,179,585000
578926,5818,Frederik Elkaer,Denmark,2001-12-08,Defender,Left,0,90000
218085,5724,Andre Romer,Denmark,1993-07-18,Midfield,Right,186,720000
23111,5724,Johnny Thomsen,Denmark,1982-02-26,Defender,Right,180,1130000
464984,5724,Tobias Damsgaard,Denmark,1998-08-03,Defender,Right,185,270000
72943,5724,Kevin Conboy,Denmark,1987-10-15,Defender,Left,185,810000
646122,5818,Jacob Samnik,United States,2000-11-28,Goalkeeper,,206,45000
446657,5818,Brandon Onkony,Switzerland,1997-12-02,Defender,Right,192,135000
147112,5724,Mathias Nielsen,Denmark,1991-03-02,Defender,Both,187,360000
332071,1177,Emil Holten,Denmark,1996-08-08,Attack,Right,195,315000
263267,2293,Riad Bajić,Bosnia-Herzegovina,1994-05-06,Attack,Left,189,4500000
46007,1177,Ronnie Schwartz,Denmark,1989-08-29,Attack,Right,183,1350000
229031,1177,Vegard Moberg,Norway,1991-01-23,Midfield,Right,190,450000
84318,2293,Paolo Hurtado,Peru,1990-07-27,Attack,Right,177,3600000
206956,4603,Slavko Bralic,Croatia,1992-12-15,Defender,Right,191,720000
183499,1177,Shkodran Maholli,Sweden,1993-04-10,Attack,Left,187,360000
9339,2293,Ali Camdali,Turkey,1984-02-22,Midfield,Right,186,2069999
569639,5724,Oliver Jensen,Denmark,2002-04-30,Attack,,0,45000
251102,2293,Savas Polat,Turkey,1997-04-14,Defender,Right,173,180000
91434,2293,Nejc Skubic,Slovenia,1989-06-13,Defender,Right,177,2250000
728020,5724,Mikkel Brund,Denmark,2003-03-06,Defender,,194,45000
37839,2293,Ferhat Oztorun,Turkey,1987-05-08,Defender,Left,176,1350000
367405,1177,Andreas Heimer,Denmark,1997-12-10,Midfield,Both,183,225000
546133,5724,Johannes Frahm,Denmark,,Goalkeeper,,0,
18547,2293,Ali Turan,Turkey,1983-09-06,Defender,Right,186,3150000
126417,2293,Volkan Findikli,Turkey,1990-10-13,Defender,Right,191,1130000
82389,2293,Fallou Diagne,Senegal,1989-08-14,Defender,Right,185,4500000
85922,2293,Petar Filipovic,Croatia,1990-09-14,Defender,Left,188,1170000
254487,4603,Jean Luc Assoubre,Cote d'Ivoire,1992-08-08,Attack,Right,172,450000
400541,5724,Nikolaj Leth,Denmark,2000-04-21,Defender,,0,90000
649287,5724,Issah Salou,Niger,1999-02-04,Midfield,Right,176,45000
45559,1091,Miroslav Stoch,Slovakia,1989-10-19,Attack,Right,167,10800000
36688,1091,Pontus Wernbloom,Sweden,1986-06-25,Midfield,Right,187,9000000
227035,1091,Josip Misic,Croatia,1994-06-28,Midfield,Right,187,2700000
245027,1091,Anderson Esiti,Nigeria,1994-05-24,Midfield,Right,189,3600000
22378,1091,Leo Matos,Brazil,1986-04-02,Defender,Right,184,1800000
388236,1091,Rodrigo,Brazil,1992-12-26,Defender,Right,176,1350000
27292,605,Daniel Larsson,Sweden,1987-01-25,Attack,Right,175,2250000
64308,605,Brown Ideye,Nigeria,1988-10-10,Attack,Right,181,9900000
81588,605,Nicolas Diguiny,France,1988-05-31,Attack,Right,179,720000
178987,605,Martin Tonso,Argentina,1989-10-19,Attack,Right,175,1800000
634419,2293,Huseyin Mert Uyaniker,Turkey,2000-05-19,Midfield,Right,180,45000
658837,2293,Ali Karakaya,Turkey,2002-01-01,Midfield,Right,180,113000
256000,2293,Marko Jevtovic,Serbia,1993-07-24,Midfield,Right,194,1890000
221133,2293,Ali Yasar,Belgium,1995-03-08,Defender,Left,180,360000
738867,2293,Sener Kaya,Turkey,2003-01-01,Attack,Right,0,90000
214441,605,Dimitrios Konstantinidis,Greece,1994-06-02,Defender,Right,173,900000
214625,2293,Leonard Zuta,North Macedonia,1992-08-09,Defender,Left,180,1130000
209569,2293,Mucahit Atalay,Turkey,1991-10-26,Goalkeeper,Right,186,225000
361272,2293,Ozan Can Oruc,Turkey,2000-05-26,Goalkeeper,Right,191,180000
128931,605,Giannis Fetfatzidis,Greece,1990-12-21,Attack,Left,168,4050000
542691,1177,Magnus Dalsgaard,Denmark,2000-09-19,Goalkeeper,,188,45000
668060,2293,Mert Dikici,Turkey,2000-11-07,Attack,,0,23000
427653,605,Abou Ba,France,1998-07-29,Midfield,Right,183,540000
95438,2441,Marko Livaja,Croatia,1993-08-26,Attack,Right,184,5850000
33042,605,Migjen Basha,Albania,1987-01-05,Midfield,Right,180,1350000
187908,605,Hugo Sousa,Portugal,1992-06-04,Defender,Right,184,900000
213762,653,Giannis Dermitzakis,Greece,1992-11-05,Goalkeeper,Right,193,180000
171068,2441,Helder Lopes,Portugal,1989-01-04,Defender,Left,179,1800000
113039,2441,Niklas Hult,Sweden,1990-02-13,Defender,Left,173,1800000
234888,2441,Georgios Athanasiadis,Greece,1993-04-07,Goalkeeper,Right,191,1530000
609649,605,Petros Bakoutsis,Greece,2001-06-29,Midfield,Right,180,90000
105776,605,Mihaly Korhut,Hungary,1988-12-01,Defender,Left,181,720000
609648,605,Petros Bagalianis,Greece,2001-02-06,Defender,Right,185,270000
621910,605,Apostolos Tsilingiris,Greece,2000-09-06,Goalkeeper,Right,185,135000
290088,605,Fabian Ehmann,Austria,1998-08-28,Goalkeeper,Right,189,315000
376106,2441,Anel Sabanadzovic,Bosnia-Herzegovina,1999-05-24,Midfield,Right,182,405000
620088,2293,Aybars Tufekci,Turkey,2000-01-17,Defender,,0,23000
56790,2441,Nenad Krsticic,Serbia,1990-07-03,Midfield,Both,182,2970000
623090,653,Manolis Perdikis,Greece,1999-08-29,Defender,Left,190,90000
416468,1091,Antonis Gaitanidis,Greece,2000-03-18,Attack,Right,175,360000
135490,605,Lindsay Rose,Mauritius,1992-02-08,Defender,Right,184,3150000
422929,1053,Wessam Abou Ali,Denmark,1999-01-04,Attack,Right,187,405000
525971,1053,Oliver Klitten,Denmark,2000-05-01,Attack,Right,0,360000
537956,605,Panagiotis Tsagalidis,Greece,2001-03-05,Defender,Left,0,113000
175921,605,Alex Menendez,Spain,1991-07-15,Defender,Left,181,720000
264423,206,Mikael Uhre,Denmark,1994-09-30,Attack,Right,188,2700000
146155,206,Hany Mukhtar,Germany,1995-03-21,Attack,Both,173,7200000
50691,206,Kasper Fisker,Denmark,1988-05-22,Midfield,Left,170,630000
52200,206,Dominik Kaiser,Germany,1988-09-16,Midfield,Right,172,2700000
567505,2441,Konstantinos Stamoulis,Greece,2000-10-29,Defender,Right,173,113000
632716,5818,Kalle Bak,Denmark,,Defender,,0,
663347,1053,Marcus Hannesbo,Denmark,2002-05-11,Midfield,Left,185,360000
131303,206,Ante Erceg,Croatia,1989-12-12,Attack,Right,180,1580000
198005,2477,Cristian Ponde,Portugal,1995-01-26,Attack,Right,181,450000
243225,206,Samuel Mraz,Slovakia,1997-05-13,Attack,Right,183,900000
540662,265,Christian Konan,Italy,1999-07-12,Attack,Right,180,45000
635802,6676,Sudais Ali Baba,Nigeria,2000-08-25,Attack,,165,225000
332802,3060,Petros Giakoumakis,Greece,1992-07-03,Attack,Both,179,675000
164937,3060,Clarck Nsikulu,DR Congo,1992-07-10,Attack,Right,180,1350000
458537,206,Tobias Borkeeiet,Norway,1999-04-18,Midfield,Right,189,450000
87381,3060,Javier Umbides,Argentina,1982-02-09,Midfield,Right,173,1130000
376589,6676,Eneko Jauregi,Spain,1996-07-13,Attack,,184,270000
234053,3060,Iraklis Garoufalias,Greece,1993-05-01,Midfield,Right,185,450000
461567,371,Grant Savoury,Scotland,2000-07-07,Attack,Right,171,
244832,3060,Madson,Brazil,1991-05-09,Midfield,Right,178,900000
106039,3060,Azer Busuladzic,Bosnia-Herzegovina,1991-11-12,Midfield,Right,187,900000
75118,3060,Rodrigo Galo,Brazil,1986-09-19,Defender,Right,174,1130000
324341,3060,Alexandros Katranis,Greece,1998-05-04,Defender,Left,174,1440000
279869,3060,Spyros Risvanis,Greece,1994-01-03,Defender,Right,196,1350000
329899,3060,Christos Theodorakis,Greece,1996-09-17,Goalkeeper,Right,190,270000
545332,1053,Mikkel Kaufmann,Denmark,2001-01-03,Attack,Right,190,1350000
427100,2477,Matar Dieye,Senegal,1998-01-10,Attack,Left,190,630000
600008,2477,Igor Karpenko,Ukraine,1997-09-24,Attack,Right,183,180000
565836,3060,Ronaldo Shani,Greece,2002-03-29,Attack,,182,180000
358734,2477,Alexandru Boiciuc,Moldova,1997-08-21,Attack,Left,191,360000
143121,2477,Melvyn Lorenzen,Germany,1994-11-26,Attack,Right,188,450000
274058,2477,Francisco Di Franco,Argentina,1995-01-28,Attack,Right,175,540000
160217,3060,Bryan Rabello,Chile,1994-05-16,Attack,Right,167,3600000
266209,3060,Dawid Kort,Poland,1995-04-29,Midfield,Right,176,270000
74557,3060,Raul Baena,Spain,1989-03-02,Midfield,Right,181,2700000
363714,2477,Abukar Mohamed,Finland,1999-01-01,Midfield,Right,186,90000
98428,3060,Balazs Megyeri,Hungary,1990-03-31,Goalkeeper,Right,188,1800000
119772,3060,Roland Ugrai,Hungary,1992-11-13,Attack,Both,182,540000
259748,3060,Tal Kahila,Israel,1992-06-26,Defender,Right,185,450000
383565,2477,Nazar Verbnyi,Ukraine,1997-07-26,Midfield,Right,172,360000
